Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
617,60,4,,7861,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,457,6,0,326,783,GasA,Ex,Y,5,807,702,0,1509,1,0,2,1,3,1,3,7,6,1,3,2,2002,1,2,393,4,4,Y,100,75,0,0,0,0,4,5,5,0,6,2006,1,Normal,183200
618,45,4,59,7227,Pave,3,Reg,HLS,1,Corner,Mod,mes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,832,832,GasA,Gd,Y,5,832,0,0,832,0,0,1,0,2,1,3,4,6,0,6,6,1962,3,2,528,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2008,1,Normal,105500
619,20,4,90,11694,Pave,3,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,7,,2,452,Ex,TA,PConc,1,4,2,3,48,6,0,1774,1822,GasA,Ex,Y,5,1828,0,0,1828,0,0,2,0,3,1,3,9,6,1,3,2,2007,3,3,774,4,4,Y,0,108,0,0,260,0,4,5,5,0,7,2007,2,Partial,314813
620,60,4,85,12244,Pave,3,Reg,Lvl,1,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,1,1,4,226,Gd,TA,PConc,3,4,1,3,871,6,0,611,1482,GasA,Ex,Y,5,1482,780,0,2262,1,0,2,1,4,1,3,10,6,2,3,2,2003,1,3,749,4,4,Y,168,0,0,0,0,0,4,5,5,0,8,2008,1,Normal,305000
621,30,4,45,8248,Pave,1,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,10,9,3,0,TA,TA,BrkTil,4,4,4,2,41,6,0,823,864,GasA,TA,N,2,864,0,0,864,1,0,1,0,2,1,4,5,6,0,6,7,,4,0,0,6,6,N,0,0,100,0,0,0,4,5,5,0,9,2008,1,Normal,67000
622,60,4,90,10800,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,1,956,5,182,384,1522,GasA,TA,Y,5,1548,1066,0,2614,0,0,2,1,4,1,4,9,6,1,4,2,1974,2,2,624,4,4,Y,38,243,0,0,0,0,4,5,5,0,6,2008,1,Normal,240000
623,20,4,71,7064,Pave,3,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,8,5,2,153,TA,TA,CBlock,4,4,4,2,560,6,0,420,980,GasA,TA,Y,5,980,0,0,980,0,0,1,0,3,1,4,6,6,0,6,6,1986,3,2,484,4,4,Y,192,0,0,0,0,0,4,5,5,0,7,2009,1,Normal,135000
624,160,2,,2117,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,2,2,2,513,Gd,TA,PConc,3,4,4,3,420,6,0,336,756,GasA,Ex,Y,5,756,756,0,1512,0,0,2,1,2,1,3,4,6,1,4,6,2000,3,2,440,4,4,Y,0,32,0,0,0,0,4,5,5,0,6,2007,1,Normal,168500
625,60,4,80,10400,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,1,1,3,288,TA,TA,CBlock,4,4,4,5,247,6,0,485,732,GasA,Gd,Y,5,1012,778,0,1790,1,0,1,2,4,1,4,8,4,1,4,2,1972,2,2,484,4,4,Y,148,0,0,0,147,0,4,5,5,0,11,2006,1,Normal,165150
626,20,4,87,10000,Pave,3,IR1,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,3,6,2,261,TA,TA,CBlock,4,4,4,6,0,6,0,1116,1116,GasA,TA,Y,5,1116,0,0,1116,0,0,1,1,3,1,4,5,6,0,6,2,1962,3,2,440,4,4,Y,0,0,0,0,385,0,4,5,5,0,2,2010,1,Normal,160000
627,20,4,,12342,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,3,6,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,978,978,GasA,TA,Y,5,1422,0,0,1422,0,0,1,0,3,1,4,6,3,1,4,2,1960,2,1,286,4,4,Y,0,0,36,0,0,0,4,2,1,600,8,2007,1,Normal,139900
628,80,4,80,9600,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,9,10,2,164,TA,TA,CBlock,4,4,2,2,674,4,132,350,1156,GasA,Ex,Y,5,1520,0,0,1520,1,0,1,0,3,1,4,7,6,2,3,3,1955,2,1,364,4,4,Y,0,0,189,0,0,0,4,5,5,0,3,2010,1,Normal,153000
629,60,4,70,11606,Pave,3,IR1,HLS,1,Inside,Sev,mes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,8,5,2,192,TA,TA,PConc,3,4,2,5,650,6,0,390,1040,GasA,TA,Y,5,1040,1040,0,2080,0,1,1,2,5,1,2,9,6,2,4,2,1969,3,2,504,4,4,Y,335,0,0,0,0,0,4,5,5,0,9,2007,1,Family,135000
630,80,4,82,9020,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,8,6,2,259,TA,TA,CBlock,4,4,1,3,624,5,336,288,1248,GasA,TA,Y,5,1350,0,0,1350,1,0,1,1,3,1,4,6,6,0,6,2,1964,2,2,520,4,4,Y,176,0,0,0,0,0,4,1,5,0,6,2008,1,Normal,168500
631,70,5,50,9000,Pave,1,Reg,Lvl,1,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,1,1,3,0,TA,TA,BrkTil,2,1,4,6,0,6,0,636,636,GasA,TA,Y,1,1089,661,0,1750,0,0,1,0,3,1,1,8,6,0,6,6,1937,3,1,240,2,5,N,0,0,293,0,0,0,4,3,5,0,6,2006,1,Abnorml,124000
632,120,4,34,4590,Pave,3,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,1,1,4,108,Gd,TA,PConc,3,2,3,3,24,6,0,1530,1554,GasA,Ex,Y,5,1554,0,0,1554,0,0,2,0,2,1,3,6,6,1,3,2,2006,2,2,627,4,4,Y,156,73,0,0,0,0,4,5,5,0,8,2007,1,Normal,209500
633,20,4,85,11900,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,8,5,2,209,TA,Gd,CBlock,4,4,4,1,822,6,0,564,1386,GasA,TA,Y,5,1411,0,0,1411,0,0,2,0,3,1,4,6,6,1,4,2,1977,1,2,544,4,4,Y,192,0,0,0,0,0,4,5,5,0,4,2009,1,Family,82500
634,20,4,80,9250,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,3,6,3,0,TA,TA,CBlock,4,4,4,2,480,4,468,108,1056,GasA,TA,Y,5,1056,0,0,1056,0,1,1,0,3,1,4,6,6,0,6,2,1954,3,1,260,4,4,Y,390,0,0,0,0,0,4,5,5,0,7,2007,1,Normal,139400
635,90,4,64,6979,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,8,5,3,0,TA,TA,CBlock,4,4,4,3,1056,6,0,0,1056,GasA,Gd,Y,5,1056,0,0,1056,2,0,0,0,0,2,4,4,6,0,6,6,1980,3,2,576,4,4,Y,264,56,0,0,0,0,4,1,1,600,6,2010,1,Normal,144000
636,190,3,60,10896,Pave,2,Reg,Bnk,1,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,1,1,3,0,Fa,TA,CBlock,4,1,4,4,256,6,0,1184,1440,GasA,Ex,Y,1,1440,1440,515,3395,0,0,2,0,8,2,2,14,6,0,6,7,,4,0,0,6,6,N,0,110,0,0,0,0,4,5,5,0,3,2007,1,Abnorml,200000
637,30,5,51,6120,Pave,3,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,9,10,3,0,Fa,Fa,BrkTil,4,1,4,6,0,6,0,264,264,Grav,Fa,N,1,800,0,0,800,0,0,1,0,1,1,2,4,1,1,5,7,,4,0,0,6,6,N,0,0,0,0,0,0,4,5,5,0,1,2009,7,Normal,60000
638,190,5,50,6000,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,3,6,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,811,811,GasA,TA,Y,1,811,576,0,1387,0,0,2,0,3,2,3,7,6,0,6,4,1954,3,1,256,4,4,Y,0,0,0,0,0,0,4,5,5,0,11,2009,1,Normal,93000
639,30,4,67,8777,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,2,6,3,0,TA,TA,CBlock,2,4,4,6,0,6,0,796,796,GasA,Gd,Y,1,796,0,0,796,0,0,1,0,2,1,4,4,6,0,6,7,,4,0,0,6,6,P,328,0,164,0,0,0,4,3,5,0,5,2008,1,Normal,85000
640,120,4,53,3982,Pave,3,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,1,1,3,0,Gd,TA,PConc,3,2,2,3,1154,6,0,366,1520,GasA,Ex,Y,5,1567,0,0,1567,1,0,2,0,1,1,1,7,6,1,3,2,2006,1,3,648,4,4,Y,312,0,0,0,0,0,4,5,5,0,10,2006,2,Partial,264561
641,120,4,62,12677,Pave,3,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,2,2,2,472,Ex,TA,PConc,1,4,1,3,1218,6,0,300,1518,GasA,Ex,Y,5,1518,0,0,1518,0,0,1,1,1,1,1,6,6,1,3,2,2003,2,2,588,4,4,Y,185,140,0,0,0,0,4,5,5,0,4,2008,1,Normal,274000
642,60,2,,7050,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,738,6,0,319,1057,GasA,Ex,Y,5,1057,872,0,1929,1,0,2,1,3,1,3,7,6,1,4,2,2001,1,2,650,4,4,Y,0,235,0,0,0,0,4,5,5,0,5,2007,1,Normal,226000
643,80,4,75,13860,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,8,6,3,0,Gd,TA,CBlock,3,4,1,3,1410,6,0,542,1952,GasA,Gd,Y,5,2000,704,0,2704,1,0,2,1,4,1,1,9,6,3,4,2,1972,1,2,538,4,4,Y,269,111,0,0,0,0,4,3,5,0,7,2009,1,Normal,345000
644,60,4,80,10793,Pave,3,Reg,Lvl,1,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,6,4,2,263,TA,TA,CBlock,4,4,4,5,493,2,287,0,780,GasA,Ex,Y,5,780,840,0,1620,0,0,2,1,4,1,4,7,3,0,6,2,1969,1,2,462,4,4,Y,208,0,0,0,0,0,4,2,5,0,4,2007,1,Normal,152000
645,20,2,85,9187,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,7,,4,162,Ex,TA,PConc,1,4,3,3,1121,6,0,645,1766,GasA,Ex,Y,5,1766,0,0,1766,1,0,2,1,2,1,1,7,6,1,3,2,2009,1,3,478,4,4,Y,195,130,0,0,0,0,4,5,5,0,10,2009,2,Partial,370878
646,20,4,,10530,Pave,3,IR1,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,8,5,3,0,TA,TA,CBlock,4,4,4,1,282,4,35,664,981,GasA,TA,Y,5,981,0,0,981,1,0,1,1,3,1,4,5,6,0,6,6,1979,3,2,576,4,4,Y,0,312,40,0,0,0,4,5,5,0,3,2007,1,Normal,143250
647,20,4,60,7200,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,2,2,3,0,TA,TA,CBlock,5,5,5,7,0,7,0,0,0,GasA,Gd,Y,5,1048,0,0,1048,0,0,1,0,3,1,4,7,3,0,6,6,1950,3,2,420,4,4,Y,0,27,0,0,0,0,4,5,5,0,7,2008,1,Normal,98300
648,20,4,85,10452,Pave,3,IR1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,3,6,4,216,TA,TA,CBlock,4,4,3,5,500,6,0,594,1094,GasA,Ex,Y,5,1094,0,0,1094,0,0,1,0,3,1,4,5,6,2,3,2,1953,2,2,495,4,4,Y,0,0,0,0,287,0,4,5,5,0,6,2008,1,Normal,155000
649,60,4,70,7700,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,2,2,2,351,TA,TA,CBlock,4,4,4,6,0,6,0,756,756,GasA,TA,Y,5,1051,788,0,1839,0,0,1,1,4,1,4,7,6,1,4,2,1966,3,2,442,4,4,Y,0,124,216,0,0,0,4,5,5,0,6,2010,1,Normal,155000
650,180,5,21,1936,Pave,3,Reg,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,7,,3,0,TA,TA,CBlock,3,4,2,2,131,3,499,0,630,GasA,Gd,Y,5,630,0,0,630,1,0,1,0,1,1,4,3,6,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,3,5,0,12,2007,1,Normal,84500
651,60,2,65,8125,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,7,,5,,Gd,TA,PConc,3,4,4,6,0,6,0,813,813,GasA,Ex,Y,5,822,843,0,1665,0,0,2,1,3,1,3,7,6,0,6,2,2007,2,2,562,4,4,Y,0,0,0,0,0,0,4,5,5,0,5,2008,1,Normal,205950
652,70,4,60,9084,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,3,6,0,6,0,755,755,GasA,TA,Y,5,755,755,0,1510,1,0,1,0,4,1,4,7,6,1,3,6,1940,3,1,296,2,5,P,120,0,0,0,0,0,4,3,5,0,10,2009,1,Normal,108000
653,60,4,70,8750,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,880,880,GasA,Ex,Y,5,909,807,0,1716,0,0,2,1,2,1,3,7,6,1,4,2,1996,2,2,512,4,4,Y,0,120,0,0,0,0,4,5,5,0,7,2009,1,Normal,191000
654,50,5,60,10320,Pave,1,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,2,2,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,756,756,GasA,Ex,Y,5,756,713,0,1469,0,0,1,0,3,1,4,7,6,0,6,6,1906,3,1,216,4,4,Y,57,0,239,0,0,0,4,3,5,0,6,2008,1,Normal,135000
655,20,4,91,10437,Pave,3,IR1,Lvl,1,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,2,2,2,660,Gd,Gd,PConc,3,4,1,3,1696,6,0,413,2109,GasA,Ex,Y,5,2113,0,0,2113,1,0,2,1,2,1,3,7,6,1,4,2,1995,1,3,839,4,4,Y,236,46,0,0,0,0,4,5,5,0,8,2008,1,Normal,350000
656,160,5,21,1680,Pave,3,Reg,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,4,12,2,381,TA,TA,CBlock,4,4,4,6,0,6,0,525,525,GasA,TA,Y,5,525,567,0,1092,0,0,1,1,3,1,4,6,6,0,6,6,1971,3,1,264,4,4,Y,0,0,0,0,0,0,4,5,5,0,3,2010,1,Family,88000
657,20,4,72,10007,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,4,4,2,54,Gd,TA,CBlock,4,4,4,1,806,6,0,247,1053,GasA,Ex,Y,5,1053,0,0,1053,1,0,1,1,3,1,3,5,6,0,6,2,1959,2,1,312,4,4,Y,0,0,0,0,0,0,4,3,5,0,8,2008,1,Normal,145500
658,70,4,60,7200,Pave,3,Reg,HLS,1,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,10,3,3,0,TA,Fa,BrkTil,3,4,4,6,0,6,0,776,776,GasA,TA,Y,5,851,651,0,1502,0,0,1,1,3,1,4,6,6,1,3,2,1931,2,1,270,4,4,P,0,0,112,0,0,0,4,3,5,0,2,2008,1,Normal,149000
659,50,4,78,17503,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,1,1,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,912,912,GasA,TA,Y,5,912,546,0,1458,0,1,1,0,3,1,4,6,6,1,3,2,1948,3,1,330,4,4,Y,192,0,0,0,0,0,4,5,5,0,1,2010,1,Abnorml,97500
660,20,4,75,9937,Pave,3,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,2,2,3,0,TA,Gd,PConc,4,4,4,2,637,6,0,849,1486,GasA,Ex,Y,5,1486,0,0,1486,1,0,1,0,3,1,4,7,6,0,6,6,1968,1,2,480,4,4,Y,0,0,0,0,0,0,4,3,5,0,3,2009,1,Normal,167000
661,60,4,,12384,Pave,3,Reg,Lvl,1,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,8,5,2,233,TA,TA,CBlock,3,4,4,6,0,6,0,793,793,GasA,TA,Y,5,1142,793,0,1935,0,0,2,1,3,1,4,7,6,1,4,2,1976,2,2,550,4,4,Y,0,113,252,0,0,0,4,5,5,0,11,2007,1,Normal,197900
662,60,4,52,46589,Pave,3,IR2,Lvl,1,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,1,1,2,528,Gd,TA,PConc,3,2,4,3,1361,5,180,88,1629,GasA,Ex,Y,5,1686,762,0,2448,1,0,2,1,4,1,3,8,6,1,4,2,1994,2,3,711,4,4,Y,517,76,0,0,0,0,4,5,5,0,7,2009,1,Normal,402000
663,20,4,120,13560,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,3,6,2,216,TA,TA,CBlock,2,1,4,6,0,6,0,1392,1392,GasA,Gd,Y,5,1392,0,0,1392,1,0,1,0,2,1,4,5,2,2,4,2,1968,2,2,576,4,4,Y,0,0,240,0,0,0,4,5,5,0,7,2009,1,Normal,110000
664,85,4,90,10012,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,8,5,3,0,TA,TA,CBlock,3,4,2,2,920,5,180,38,1138,GasA,TA,Y,5,1181,0,0,1181,1,0,2,0,3,1,4,6,6,0,6,6,1974,2,2,588,4,4,Y,0,0,180,0,0,0,4,3,5,0,4,2008,1,Normal,137500
665,20,4,49,20896,Pave,3,IR2,Lvl,1,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,1,1,3,0,Gd,TA,PConc,1,4,3,3,1721,6,0,356,2077,GasA,Ex,Y,5,2097,0,0,2097,1,0,1,1,1,1,1,8,6,1,1,2,2005,1,3,1134,4,4,Y,192,267,0,0,0,0,4,5,5,0,1,2006,2,Partial,423000
666,60,4,106,11194,Pave,3,IR1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,1,1,2,40,Gd,TA,PConc,3,4,4,6,0,6,0,1406,1406,GasA,Ex,Y,5,1454,482,0,1936,0,0,2,1,3,1,3,7,6,1,4,2,2000,2,2,504,4,4,Y,188,124,0,0,0,0,4,5,5,0,11,2006,1,Normal,230500
667,60,4,,18450,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,8,5,1,113,TA,Gd,CBlock,3,4,4,4,187,5,723,111,1021,GasA,TA,Y,5,1465,915,0,2380,0,0,2,1,3,1,4,7,7,1,5,5,1965,3,2,596,4,4,Y,0,265,0,0,0,0,4,5,5,0,8,2007,1,Abnorml,129000
668,20,4,65,8125,Pave,3,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,4,4,2,258,TA,TA,PConc,3,4,4,3,1138,6,0,270,1408,GasA,Ex,Y,5,1679,0,0,1679,1,0,2,0,3,1,3,7,6,1,2,2,1994,2,2,575,4,4,Y,224,42,0,0,0,0,4,5,5,0,10,2008,1,Normal,193500
669,20,4,,14175,Pave,3,Reg,Bnk,1,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,7,6,3,0,TA,TA,CBlock,4,4,4,5,988,6,0,200,1188,GasA,Gd,Y,5,1437,0,0,1437,1,0,1,1,3,1,4,6,4,1,4,6,1999,3,2,576,4,4,Y,304,0,0,0,0,0,4,5,5,0,11,2006,1,Normal,168000
670,30,4,80,11600,Pave,3,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,2,2,3,0,TA,TA,BrkTil,2,4,4,6,0,6,0,700,700,GasA,Ex,Y,5,1180,0,0,1180,0,0,1,0,2,1,2,5,6,1,3,6,1922,3,1,252,4,2,Y,0,0,67,0,0,0,4,5,5,0,7,2006,1,Normal,137500
671,60,4,64,8633,Pave,3,Reg,Lvl,1,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,3,193,6,0,545,738,GasA,Ex,Y,5,738,738,0,1476,1,0,2,1,3,1,3,7,6,0,6,2,2005,1,2,540,4,4,Y,100,35,0,0,0,0,4,5,5,0,2,2009,1,Normal,173500
672,70,3,54,6629,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,3,6,3,0,TA,Gd,BrkTil,4,4,4,2,551,6,0,121,672,GasA,TA,N,5,697,672,0,1369,1,0,2,0,3,1,4,6,6,0,6,6,1930,3,1,300,4,4,Y,147,0,0,0,0,0,4,5,5,0,7,2009,1,Normal,103600
673,20,4,,11250,Pave,3,IR1,Lvl,1,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,8,5,3,0,Gd,TA,CBlock,3,4,4,1,767,6,0,441,1208,GasA,TA,Y,5,1208,0,0,1208,1,0,1,1,3,1,4,6,6,1,4,2,1977,2,2,546,4,4,Y,198,42,0,0,0,0,4,5,5,0,6,2006,1,Normal,165000
674,20,4,110,14442,Pave,3,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,7,,2,106,TA,TA,PConc,4,4,4,3,1186,6,0,291,1477,GasA,Ex,Y,5,1839,0,0,1839,1,0,2,0,3,1,3,7,6,2,4,2,1957,1,2,416,4,4,Y,0,87,0,0,200,0,4,5,5,0,6,2007,1,Normal,257500
675,20,4,80,9200,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,5,892,6,0,244,1136,GasA,TA,Y,5,1136,0,0,1136,1,0,1,0,3,1,4,5,6,1,3,2,1965,2,1,384,4,4,Y,426,0,0,0,0,0,4,5,5,0,7,2008,1,Normal,140000
676,160,4,24,2289,Pave,3,Reg,Lvl,1,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,8,11,3,0,TA,TA,CBlock,4,4,4,1,311,6,0,544,855,GasA,TA,Y,5,855,586,0,1441,0,0,2,1,3,1,4,7,6,1,4,2,1978,3,2,440,4,4,Y,28,0,0,0,0,0,4,5,5,0,4,2009,1,Normal,148500
677,70,5,60,9600,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,9,9,3,0,TA,TA,BrkTil,4,1,4,6,0,6,0,1095,1095,GasW,Fa,N,5,1095,679,0,1774,1,0,2,0,4,2,4,8,4,0,6,1,1920,3,3,779,2,2,N,0,0,90,0,0,0,4,5,5,0,5,2006,1,Normal,87000
678,30,4,52,9022,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,1,1,3,0,Gd,TA,BrkTil,4,4,4,6,0,6,0,768,768,GasA,Ex,Y,5,792,0,0,792,0,0,1,0,2,1,3,5,6,0,6,6,1924,3,1,240,2,2,N,316,0,120,0,0,0,4,5,5,0,5,2009,1,Normal,109500
679,20,4,80,11844,Pave,3,IR1,Lvl,1,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,1,1,4,464,Gd,TA,PConc,1,4,3,6,0,6,0,2046,2046,GasA,Ex,Y,5,2046,0,0,2046,0,0,2,1,3,1,3,7,6,1,3,2,2008,1,3,834,4,4,Y,322,82,0,0,0,0,4,5,5,0,7,2009,2,Partial,372500
