Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,A1stFlrSF,A2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,A3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
281,60,4,82,11287,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,7,8,2,340,Gd,TA,CBlock,3,4,2,3,421,6,0,386,807,GasA,Gd,Y,5,1175,807,397,1982,0,0,2,1,3,1,3,7,6,1,4,2,1989,1,2,575,4,4,Y,0,84,0,196,0,0,5,5,3,0,1,2007,7,Normal,228500
282,20,2,60,7200,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,7,8,4,68,Gd,TA,PConc,3,4,4,3,905,6,0,357,1262,GasA,Gd,Y,5,1262,979,513,1262,0,0,2,0,2,1,3,5,6,0,6,2,2006,1,2,572,4,4,Y,0,120,0,0,0,0,5,5,3,0,5,2006,6,Partial,185000
283,120,4,34,5063,Pave,1,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,7,8,4,166,Gd,TA,PConc,3,4,4,3,904,6,0,410,1314,GasA,Ex,Y,5,1314,1242,479,1314,1,0,2,0,2,1,3,6,6,1,3,2,2008,2,2,626,4,4,Y,172,62,0,0,0,0,5,5,3,0,4,2009,4,Normal,207500
284,20,4,74,9612,Pave,2,Reg,Lvl,1,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,7,8,4,72,Gd,TA,PConc,3,4,4,6,663,6,0,1468,1468,GasA,Ex,Y,5,1468,975,397,1468,0,0,2,0,3,1,3,6,6,1,3,2,2008,1,3,898,4,4,Y,210,150,0,0,0,0,5,5,3,0,12,2009,6,Partial,244600
285,120,4,50,8012,Pave,2,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,7,5,3,554,Gd,TA,PConc,3,4,4,3,430,6,0,1145,1575,GasA,Gd,Y,5,1575,1177,144,1575,1,0,2,0,2,1,3,5,6,0,6,2,1992,2,2,529,4,4,Y,0,0,52,0,0,0,5,5,3,0,7,2007,7,Normal,179200
286,160,2,35,4251,Pave,2,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,5,6,3,260,Gd,TA,PConc,3,4,4,6,990,6,0,625,625,GasA,Ex,Y,5,625,625,515,1250,0,0,2,1,2,1,3,5,6,0,6,6,2006,2,2,528,4,4,Y,0,54,0,0,0,0,5,5,3,0,6,2007,6,Partial,164700
287,50,4,77,9786,Pave,1,IR1,Bnk,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,8,9,3,189,TA,TA,CBlock,4,4,4,5,600,6,0,312,912,GasA,TA,Y,5,1085,649,514,1734,0,0,1,1,3,1,3,7,6,1,3,2,1962,2,2,440,4,4,Y,0,0,0,0,128,0,5,1,3,0,6,2006,7,Normal,159000
288,20,4,90,8125,Pave,1,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,4,4,3,76,TA,TA,CBlock,4,4,4,2,614,6,0,244,858,GasA,TA,Y,5,858,808,420,858,0,0,1,0,3,1,4,5,6,0,6,7,1968,4,0,0,6,6,Y,0,0,0,0,0,0,5,5,3,0,6,2006,7,Normal,88000
289,20,4,30,9819,Pave,2,IR1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,5,6,2,31,TA,Gd,CBlock,4,4,4,2,450,6,0,432,882,GasA,TA,Y,5,900,656,360,900,0,0,1,0,3,1,4,5,6,0,6,6,1970,3,1,280,4,4,Y,0,0,0,0,0,0,5,3,3,0,2,2010,7,Normal,122000
290,70,4,60,8730,Pave,2,Reg,Lvl,1,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,8,9,3,298,TA,TA,BrkTil,4,4,4,6,1104,6,0,698,698,GasA,Ex,Y,1,698,698,234,1396,0,0,1,0,3,1,4,7,6,0,6,6,2003,3,1,384,4,4,Y,0,0,0,0,259,0,5,5,3,0,7,2007,7,Normal,153575
291,60,4,120,15611,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,7,8,3,97,Gd,TA,PConc,3,4,2,6,290,6,0,1079,1079,GasA,Ex,Y,5,1079,840,360,1919,0,0,2,1,3,1,3,8,6,1,3,2,2006,2,2,685,3,4,Y,0,51,0,0,0,0,5,5,3,0,7,2006,6,Partial,233230
292,190,4,55,5687,Pave,1,Reg,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,7,8,3,31,TA,Fa,PConc,4,1,4,5,210,6,0,570,780,GasA,Ex,N,5,936,780,144,1716,1,0,2,0,6,1,2,9,6,0,6,7,1977,4,0,0,6,6,N,0,184,0,0,0,0,5,5,3,0,3,2008,7,Normal,135900
293,50,4,60,11409,Pave,1,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,8,9,3,456,TA,TA,CBlock,4,4,4,4,292,6,0,476,768,GasA,Gd,Y,5,1148,568,156,1716,0,0,1,1,3,1,4,8,4,1,3,2,1949,3,1,281,4,4,Y,0,0,0,0,160,0,5,5,3,0,1,2009,7,Normal,131000
294,60,4,55,16659,Pave,2,IR1,Lvl,1,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,4,10,2,34,TA,TA,CBlock,4,4,4,1,795,6,0,113,795,GasA,Fa,Y,5,1468,795,392,2263,1,0,2,1,3,1,3,9,6,1,4,2,1977,1,2,539,4,4,Y,0,250,0,0,0,0,5,5,3,0,3,2006,7,Normal,235000
295,20,4,80,9600,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,4,4,4,238,TA,TA,CBlock,4,4,4,3,1285,6,0,131,1416,GasA,TA,Y,5,1644,574,481,1644,1,0,1,0,3,1,4,7,6,2,3,2,1953,1,2,418,4,4,Y,110,0,0,0,0,0,5,5,3,0,10,2009,7,Normal,167000
296,80,4,37,7937,Pave,1,IR1,Lvl,1,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,4,4,3,320,TA,TA,CBlock,4,4,2,3,819,6,0,184,1003,GasA,TA,Y,5,1003,689,390,1003,1,0,1,0,3,1,4,6,6,0,6,6,1984,3,2,588,4,4,Y,120,0,0,0,0,0,5,1,3,0,3,2006,7,Normal,142500
297,50,5,75,13710,Pave,1,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,8,9,3,306,TA,TA,CBlock,4,4,4,2,420,6,0,490,910,GasA,TA,Y,1,910,648,390,1558,0,0,1,1,4,1,4,6,6,0,6,2,1950,3,1,282,4,4,Y,289,0,0,0,0,0,5,3,3,0,6,2007,7,Normal,152000
298,60,2,66,7399,Pave,2,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,7,8,2,1600,Gd,TA,PConc,3,4,4,2,649,6,0,326,975,GasA,Ex,Y,5,975,975,234,1950,0,0,2,1,3,1,3,7,6,1,4,6,1997,2,2,576,4,4,Y,0,10,0,0,198,0,5,5,3,0,6,2007,7,Normal,239000
299,60,4,90,11700,Pave,2,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,4,8,2,365,Gd,TA,CBlock,4,4,4,1,384,5,175,143,702,GasA,Gd,Y,5,1041,702,80,1743,0,1,1,2,3,1,4,7,6,1,3,2,1968,3,2,539,4,4,Y,224,0,0,0,0,0,5,5,3,0,6,2007,7,Normal,175000
300,20,4,80,14000,Pave,2,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,4,4,3,442,TA,Gd,CBlock,4,4,4,6,1126,6,0,1092,1092,GasA,Ex,Y,5,1152,807,205,1152,0,1,1,0,3,1,3,6,6,1,3,2,1950,3,1,300,4,4,Y,0,36,0,0,0,0,5,1,3,0,8,2009,7,Family,158500
301,190,4,90,15750,Pave,1,Reg,Lvl,1,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,5,6,2,56,TA,TA,CBlock,4,4,3,2,841,6,0,324,1165,GasA,TA,Y,5,1336,703,479,1336,1,0,1,0,2,1,4,5,6,2,3,2,1953,3,1,375,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2006,7,Normal,157000
302,60,4,66,16226,Pave,2,IR3,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,7,8,3,46,Gd,TA,PConc,3,4,4,3,281,6,0,747,1028,GasA,Ex,Y,5,1210,1242,80,2452,0,0,2,1,4,1,3,9,6,1,4,4,1998,1,2,683,4,4,Y,208,50,0,0,0,0,5,5,3,0,5,2007,7,Normal,267000
303,20,4,118,13704,Pave,1,IR1,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,7,8,2,150,Gd,TA,PConc,3,4,4,6,24,6,0,1541,1541,GasA,Ex,Y,5,1541,546,515,1541,0,0,2,0,3,1,3,6,6,1,4,2,2001,2,3,843,4,4,Y,468,81,0,0,0,0,5,5,3,0,1,2006,7,Normal,205000
304,20,4,70,9800,Pave,1,Reg,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,7,8,3,860,TA,TA,PConc,4,4,4,1,894,6,0,755,894,GasA,TA,Y,5,894,1134,80,894,1,0,1,0,3,1,4,5,6,0,6,2,1975,3,2,552,4,4,Y,256,0,0,0,0,0,5,2,3,0,7,2006,7,Abnorml,149900
305,75,5,87,18386,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,3,9,3,174,TA,TA,BrkTil,4,4,4,6,716,6,0,1470,1470,GasA,Ex,Y,5,1675,1818,514,3493,0,0,3,0,3,1,3,10,6,1,1,2,2003,3,3,870,4,4,Y,302,0,0,0,0,0,5,5,3,0,5,2008,7,Normal,295000
306,20,4,80,10386,Pave,1,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,3,9,4,246,Gd,TA,PConc,3,4,4,3,1464,6,0,536,2000,GasA,Ex,Y,5,2000,900,514,2000,1,0,2,0,3,1,3,8,6,0,6,2,2004,1,3,888,4,4,Y,168,0,0,0,0,0,5,5,3,0,7,2007,7,Normal,305900
307,60,4,116,13474,Pave,2,Reg,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,4,8,2,246,Gd,TA,CBlock,3,4,4,1,700,6,0,725,700,GasA,Gd,Y,5,1122,1121,515,2243,1,0,2,1,4,1,3,8,6,1,4,2,1990,2,3,746,4,4,Y,127,44,224,0,0,0,5,5,3,0,6,2007,7,Normal,225000
308,50,5,65,7920,Pave,1,IR1,Lvl,1,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,5,6,3,365,TA,Fa,CBlock,4,4,4,6,371,6,0,319,319,GasA,TA,Y,1,1035,371,481,1406,0,0,1,0,3,1,2,6,6,0,6,7,2005,4,0,0,6,6,N,0,144,0,0,0,0,5,3,3,0,3,2008,7,Normal,89500
309,30,4,60,12342,Pave,1,IR1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,7,8,3,164,TA,TA,CBlock,4,4,4,2,262,6,0,599,861,GasA,Ex,Y,5,861,384,392,861,0,0,1,0,1,1,4,4,6,0,6,6,1961,3,2,539,4,4,Y,158,0,0,0,0,0,5,5,3,0,3,2009,7,Normal,82500
310,20,4,90,12378,Pave,2,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,7,8,3,216,Gd,TA,PConc,1,4,1,3,1274,6,0,622,1896,GasA,Ex,Y,5,1944,702,360,1944,1,0,2,0,3,1,1,8,6,3,1,2,2003,1,3,708,4,4,Y,208,175,0,0,0,0,5,5,3,0,11,2006,7,Normal,360000
311,60,4,74,7685,Pave,1,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,4,4,2,112,TA,TA,PConc,3,4,4,1,518,6,0,179,697,GasA,Gd,Y,5,697,804,144,1501,0,0,2,1,3,1,3,6,6,1,4,2,1993,1,2,420,4,4,Y,190,63,0,0,0,0,5,5,3,0,5,2006,7,Normal,165600
312,20,4,50,8000,Pave,1,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,7,8,3,456,TA,Gd,CBlock,4,4,4,1,680,6,0,292,972,GasA,Ex,Y,5,972,530,80,972,1,0,1,0,2,1,4,5,6,1,3,6,1948,3,1,240,4,4,Y,0,0,0,0,0,0,5,5,3,0,5,2009,7,Normal,132000
313,190,5,65,7800,Pave,2,Reg,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,5,6,3,27,TA,TA,CBlock,3,4,3,5,507,6,0,286,793,GasA,TA,Y,5,793,325,53,1118,1,0,1,0,3,1,4,5,6,1,3,6,1939,3,2,410,4,4,Y,0,0,0,0,271,0,5,3,3,0,5,2006,7,Normal,119900
314,20,4,150,215245,Pave,2,IR3,Low,1,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,2,2,3,420,TA,TA,CBlock,3,4,1,1,1236,5,820,80,2136,GasW,TA,Y,5,2036,1106,473,2036,2,0,2,0,3,1,4,8,6,2,3,2,1965,2,2,513,4,4,Y,0,0,0,0,0,0,5,5,3,0,6,2009,7,Normal,375000
315,70,5,60,9600,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,8,9,3,42,TA,TA,BrkTil,4,2,4,4,16,6,0,712,728,GasA,Ex,Y,5,832,809,420,1641,0,1,1,1,3,1,1,6,6,1,3,6,1925,3,2,546,2,4,Y,0,0,234,0,0,0,5,5,3,0,8,2006,7,Normal,178000
316,60,4,71,7795,Pave,2,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,7,8,3,85,Gd,TA,PConc,3,4,4,3,425,6,0,291,716,GasA,Ex,Y,5,716,716,384,1432,1,0,2,1,3,1,3,6,6,1,3,2,2004,1,2,432,4,4,Y,100,51,0,0,0,0,5,5,3,0,7,2009,7,Normal,188500
317,60,4,94,13005,Pave,1,IR1,Lvl,1,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,3,8,2,278,Gd,TA,CBlock,3,4,4,3,692,6,0,153,845,GasA,TA,Y,5,1153,1200,80,2353,1,0,2,1,4,1,1,10,6,1,4,2,1983,2,2,484,4,4,Y,288,195,0,0,0,0,5,1,3,0,8,2009,7,Normal,260000
318,60,2,75,9000,Pave,1,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,7,8,3,90,Gd,TA,PConc,3,4,2,6,547,6,0,1088,1088,GasA,Ex,Y,5,1088,871,528,1959,0,0,2,1,3,1,3,8,6,1,3,2,2006,2,3,1025,4,4,Y,208,46,0,0,0,0,5,5,3,0,12,2007,7,Normal,270000
319,60,4,90,9900,Pave,1,Reg,Low,1,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,4,4,2,256,Gd,TA,PConc,3,4,1,3,987,6,0,360,1347,GasA,Ex,Y,5,1372,1274,360,2646,1,0,2,1,4,1,3,9,6,1,4,2,1993,2,3,656,4,4,Y,340,60,144,0,0,0,5,5,3,0,4,2009,7,Normal,260000
320,80,4,74,14115,Pave,1,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,8,6,2,225,TA,TA,CBlock,3,4,2,3,1036,6,0,336,1372,GasA,TA,Y,5,1472,626,144,1472,1,0,2,0,3,1,4,6,6,2,4,2,1980,3,2,588,4,4,Y,233,48,0,0,0,0,5,5,3,0,6,2009,7,Normal,187500
321,60,4,111,16259,Pave,2,Reg,Lvl,1,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,7,8,4,370,TA,TA,PConc,1,2,2,6,765,6,0,1249,1249,GasA,Ex,Y,5,1249,1347,420,2596,0,0,3,1,4,1,3,9,6,0,6,2,2006,2,3,840,4,4,Y,240,154,0,0,0,0,5,5,3,0,9,2006,6,Partial,342643
322,60,4,99,12099,Pave,2,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,7,8,2,388,Gd,TA,PConc,1,4,2,3,970,6,0,166,1136,GasA,Ex,Y,5,1136,1332,515,2468,1,0,2,1,4,1,3,10,6,1,3,4,2004,1,3,872,4,4,Y,184,154,0,0,0,0,5,5,3,0,6,2007,7,Normal,354000
323,60,4,86,10380,Pave,2,IR1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,4,8,2,172,Gd,TA,CBlock,4,4,1,4,28,1,1474,463,1502,GasA,Ex,Y,5,1553,1177,572,2730,1,0,2,1,4,1,3,8,6,1,4,2,1987,1,2,576,4,4,Y,201,96,0,0,0,0,5,3,3,0,8,2007,7,Normal,301000
324,20,5,49,5820,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,7,8,3,143,TA,Gd,CBlock,4,4,4,1,256,6,0,906,1162,GasA,Ex,Y,5,1163,778,80,1163,1,0,1,0,3,1,4,6,6,0,6,2,1955,3,1,220,2,4,Y,142,98,0,0,0,0,5,5,3,0,7,2006,7,Normal,126175
325,80,4,96,11275,Pave,2,Reg,Lvl,1,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,8,9,2,300,Gd,Gd,CBlock,3,4,4,6,1696,6,0,710,710,GasA,Ex,Y,5,1898,1080,53,2978,0,0,2,1,5,1,3,11,6,1,3,4,1961,1,2,564,4,4,Y,240,0,0,0,0,0,5,5,3,0,6,2010,7,Normal,242000
326,45,5,50,5000,Pave,2,Reg,Lvl,1,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,5,6,3,130,TA,TA,CBlock,4,4,2,2,116,6,0,604,720,GasA,Po,N,2,803,914,371,803,0,0,1,0,2,1,4,5,6,0,6,6,1941,3,2,360,4,4,Y,0,0,244,0,0,0,5,5,3,0,12,2007,7,Normal,87000
327,120,4,32,10846,Pave,1,IR1,Lvl,1,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,2,2,3,295,Gd,TA,PConc,3,4,1,3,1619,6,0,100,1719,GasA,Ex,Y,5,1719,709,53,1719,2,0,1,1,1,1,3,6,6,2,3,2,1993,1,2,473,4,4,Y,122,30,0,0,0,0,5,5,3,0,5,2008,7,Normal,324000
328,20,4,80,11600,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,8,9,2,175,TA,TA,CBlock,4,4,4,5,565,6,0,818,1383,GasA,TA,Y,5,1383,896,515,1383,0,0,1,1,3,1,4,7,6,0,6,2,1960,2,1,292,4,4,Y,0,45,0,0,0,0,5,5,3,0,4,2006,7,Normal,145250
329,75,4,60,11888,Pave,2,IR1,Bnk,1,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,8,10,3,40,TA,TA,BrkTil,4,4,4,6,728,6,0,844,844,GasA,Gd,N,1,1445,689,390,2134,0,0,2,0,5,1,3,10,6,0,6,6,1930,3,2,441,4,4,Y,0,60,268,0,0,0,5,5,3,0,7,2009,7,Normal,214500
330,70,5,60,6402,Pave,2,Reg,Lvl,1,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,8,10,3,204,TA,TA,PConc,4,4,3,6,1150,6,0,596,596,GasA,TA,N,5,596,596,80,1192,0,0,1,0,3,1,4,6,6,0,6,6,1920,3,1,189,2,2,N,0,0,137,0,0,0,5,2,3,0,7,2009,7,Normal,78000
331,90,4,100,10624,Pave,1,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,4,4,2,84,TA,TA,CBlock,4,4,4,3,40,5,264,1424,1728,GasA,TA,Y,5,1728,896,80,1728,0,1,2,0,6,2,4,10,6,0,6,6,2002,3,1,352,4,4,Y,155,0,0,0,0,0,5,5,3,0,11,2007,7,Normal,119000
332,20,4,70,8176,Pave,2,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,8,9,3,16,TA,TA,CBlock,4,4,4,5,846,6,0,210,1056,GasA,Fa,Y,5,1056,1054,232,1056,1,0,1,0,3,1,4,6,6,0,6,2,1958,2,1,308,4,4,Y,0,0,0,0,0,0,5,5,3,0,8,2007,7,Normal,139000
333,20,4,85,10655,Pave,1,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,7,8,2,296,Gd,TA,PConc,3,4,4,3,1124,7,479,1603,3206,GasA,Ex,Y,5,1629,1104,144,1629,1,0,2,0,3,1,3,7,6,1,3,2,2003,2,3,880,4,4,Y,0,0,0,0,0,0,5,5,3,0,10,2009,7,Normal,284000
334,120,5,59,8198,Pave,1,Reg,Lvl,1,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,7,8,4,146,Gd,TA,PConc,3,4,2,3,720,6,0,638,1358,GasA,Ex,Y,5,1358,623,390,1358,1,0,2,0,2,1,3,6,6,1,3,2,2004,2,2,484,4,4,Y,192,30,0,0,0,0,5,5,3,0,7,2008,7,Normal,207000
335,60,4,59,9042,Pave,2,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,7,8,3,298,TA,TA,PConc,3,4,1,3,828,6,0,115,943,GasA,Gd,Y,5,943,695,234,1638,1,0,2,1,3,1,4,7,6,2,4,2,1998,1,2,472,4,4,Y,100,38,0,0,0,0,5,5,3,0,7,2008,7,Normal,192000
336,190,4,60,164660,Grvl,1,IR1,HLS,1,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,6,4,3,196,TA,TA,CBlock,4,4,1,1,1249,2,147,103,1499,GasA,Ex,Y,5,1619,167,80,1786,2,0,2,0,3,1,4,7,6,2,3,2,1965,1,2,529,4,4,Y,670,0,0,0,0,0,5,5,2,700,8,2008,7,Normal,228950
337,20,4,86,14157,Pave,2,IR1,HLS,1,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,7,8,4,200,Gd,TA,PConc,1,4,1,3,1249,6,0,673,1922,GasA,Ex,Y,5,1922,795,513,1922,1,0,2,0,3,1,3,8,6,1,3,2,2005,1,3,676,4,4,Y,178,51,0,0,0,0,5,5,3,0,7,2007,7,Normal,377426
338,20,4,70,9135,Pave,2,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,7,8,2,113,Gd,TA,PConc,3,4,2,3,810,6,0,726,1536,GasA,Ex,Y,5,1536,1208,371,1536,1,0,2,0,3,1,3,7,6,0,6,2,2002,2,2,532,4,4,Y,192,74,0,0,0,0,5,5,3,0,12,2008,7,Normal,214000
339,20,4,91,14145,Pave,1,Reg,Lvl,1,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,8,9,3,270,Gd,TA,CBlock,3,4,3,1,213,6,0,995,1208,GasA,Ex,Y,5,1621,1060,360,1621,1,0,2,0,3,1,3,8,6,0,6,2,1984,2,2,440,4,4,Y,108,45,0,0,0,0,5,5,2,400,5,2006,7,Normal,202500
340,20,4,66,12400,Pave,2,IR1,Lvl,1,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,8,9,2,176,TA,TA,CBlock,4,1,4,5,585,6,0,630,1215,GasA,TA,Y,1,1215,1304,120,1215,0,0,1,0,3,1,4,6,6,0,6,2,1958,3,1,297,4,4,Y,0,0,0,0,234,0,5,5,3,0,6,2009,7,Normal,155000
341,60,4,85,14191,Pave,1,Reg,Lvl,1,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,7,8,3,132,Gd,TA,PConc,3,4,4,6,625,6,0,967,967,GasA,Ex,Y,5,993,915,397,1908,0,0,2,1,4,1,3,9,6,0,6,2,2002,1,2,431,4,4,Y,135,0,0,0,0,0,5,5,3,0,4,2010,7,Normal,202900
342,20,3,60,8400,Pave,1,Reg,Lvl,1,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,8,1,3,60,Fa,Fa,CBlock,4,1,4,6,167,6,0,721,721,GasA,Gd,Y,5,841,902,120,841,0,0,1,0,2,1,4,4,6,0,6,5,1950,3,1,294,4,4,N,250,0,24,0,0,0,5,5,3,0,9,2009,7,Normal,82000
